1: 89
2: 66
1: 164
2: 26
1: 146
2: 103
1: 8
2: 99
1: 93
2: 8
1: 101
2: 151
1: 58
2: 162
1: 160
2: 109
1: 85
2: 82
1: 155
2: 87
1: 113
2: 135
1: 126
2: 7
1: 97
2: 125
1: 156
2: 164
1: 47
2: 134
1: 165
2: 78
1: 123
2: 78
1: 122
2: 117
1: 14
2: 49
1: 84
2: 155
1: 125
