1: 114
2: 4
1: 69
2: 38
1: 146
2: 15
1: 15
2: 121
1: 79
2: 125
1: 35
2: 16
1: 22
2: 29
1: 0
2: 147
1: 3
2: 23
1: 163
2: 19
1: 133
2: 61
1: 150
2: 154
1: 77
2: 56
1: 17
2: 47
1: 13
2: 21
1: 63
2: 108
1: 125
2: 37
1: 166
2: 146
1: 112
2: 7
1: 2
2: 110
1: 21
2: 1
1: 96
2: 163
1: 22
